Index,Title,Date,Content,Page,Username,Total reviews,Location,Rating
323,Disgusting customer service,"April 10, 2020","Disgusting customer service, firstly they mess up the order, making no attempt to rectify the problem, secondly they try to shirt change me on my refund m but worse than that delivery driver called my girlfriend a    w h o r e",17,Phil Bozier,1 review,GB,1
324,a great service and unexpected gift…,"April 03, 2020",a great service and unexpected gift card inside the very nice postal package.congrats!,17,FILIPPO,2 reviews,US,5
325,"regular customer, but disappointed on this occasion!","March 22, 2020","I have used Cheerz for Numerous orders previously and never had any issues. This time I spent £80 on an order of retro pictures and I was disappointed with the quality of most of the pictures. I purchased these as I want to make a scrapbooks. I feel that on this occasion the quality of the pictures was not reflective of the cost. Having spent such a substantial amount (in my opinion) it has put me off ordering from this provider again, this is a shame as I would’ve happily continue to use them if I hadn’t experienced such poor quality.",17,Dhyal Thindal,1 review,GB,2
326,Great product with a great service..,"March 16, 2020",Great product with a great service... imagine they work on your order as soon as you place order.. and delivery time is extremely quick!! Thumbs up 👍🏼,17,Berjoe,6 reviews,CH,5
327,Can't fault them,"March 13, 2020","I like how the Cheerz products (productz?!) are a bit quirky compared to other photo printing services. Their creation tools are also top-notch, and both my orders have arrived quickly and packaged really nicely.",17,Number NinetySix,2 reviews,GB,5
328,Love your work,"February 21, 2020","I’ve had albums, various prints and most recently a canvas print over several years and without exception have had prompt delivery, excellent quality products and reasonable charges. Great work Cheerz.",17,Mazza,5 reviews,GB,5
329,Third time using Cheerz,"February 17, 2020",My 2 years old niece just got her first photo album thanks to Cheerz for their great work and easy to use website :),17,Andressa,1 review,BE,5
330,Miles ahead of the rest,"February 15, 2020","Photobox, Vista Print, all those are severely lacking quality wise. Do you pay extra for Cheerz prints? Yes. Is it worth it? Every time. The print quality is ridiculously good. Can't wait to get more done ❤️",17,Hannah,8 reviews,GB,5
331,Highly recommended,"February 14, 2020",Highly recommended. Good job 👏❤️❤️,17,Nourelle Toama,1 review,GB,5
332,Highly recommended,"February 11, 2020","It was super easy to edit the pics online, the delivery was quicker than expected, the price was amazing, super cheap delivery... I'd recommend it 100%.",17,Carla Rodríguez i Rossell,2 reviews,IE,5
333,Just stunning!,"February 09, 2020","Just stunning! I love the quality, the presentation and my pictures. I will repeat soon! Thank you",17,Mireia FL,1 review,GB,5
334,Love this app,"February 03, 2020","Love this app! If you want to have a discount of 5€ on your first order, feel free to use my code CARLXZS!!",17,Carlotta Pivato,1 review,IT,5
335,Great quality and  excellent…,"January 24, 2020",Great quality and they make excellent gifts. Competitive pricing and an easy to use app really make it easy to get just the right picture on just the right item.,17,Anthony English,6 reviews,GB,5
336,Good quality photos,"January 19, 2020",A while  ago I won some Polaroid fridge magnets they were really good quality so I ordered some Polaroid photos for a picture frame again really good quality.I would highly recommend Cheerz delivery was excellent too arrived earlier than expected.Very happy!,17,Vanessa,4 reviews,GB,5
337,Update - on an already negative review,"January 08, 2020","I already gave a very negative review, and now I just wanted to give an update to confirm the extremely negative opinion I have of Cheerz.I placed my original order on December 19. Still nothing has been delivered. I complained and wrote emails every day, every day they promised that they had just shipped my order and it would arrive in a few days (again, a lie, as testified by DHL that stated they had never received the boxes). Now the customer service has even stopped responding. I wish I could attach the conversations with the customer service, the level of self-contradiction is astonishing.Congrats Cheerz, you deserve the prize as worst company + worst customer service of the year, and it is just Jan 8!AVOID CHEERZ, IT IS THE WORSE PHOTO SERVICE EVER!! There are so many other photo websites, use one of those. They cannot be less reliable than this!",17,Alice Scalco,5 reviews,NZ,1
338,Nice magnets for the freezer,"January 06, 2020",Nice magnets for the freezer. Quick delivery and a good price.,17,Rojenmy ,1 review,DE,5
339,Bought these as a gift for friends,"December 30, 2019","Bought these as a gift for friends. They loved them and the personal touch. Great packaging, communications and fast delivery before Christmas. Will use them again :)",17,Lisa,9 reviews,GB,5
340,User friendly,"December 30, 2019","it is easy and user friendly to upload photos, whatever their source is",18,Bernard LANG,6 reviews,BE,5
341,Excellent service,"December 28, 2019",Excellent service. My initial email enquiry  was answered within an hour. The photos were great quality and at a very competitive price. I will definitely use Cheerz again.,18,Elizabeth Stanley,5 reviews,GB,5
342,Love this site,"December 27, 2019",Love this site. My fridge is full of memories from this site,18,caroline lunness,16 reviews,GB,5
343,qualité au top !!!!,"December 27, 2019",,18,Priscilia Dislaire,1 review,BE,5
344,Mauvaise commande reçue,"December 25, 2019","J’ai commandé un album photo, mais quelle belle surprise de constater le 24 au soir en offrant l’album photo (encore emballé dans son carton) à mon conjoint que l’album photo en question était de personnes complètements inconnus. Notre déception est immense ... J’ai donc rédigé un mail (avec photos) j’attends un retour rapide de Cheerz. Affaire à suivre ...",18,Steph ,1 review,FR,1
345,Awful,"December 24, 2019","Awful! Received an album of another person instead of what I ordered! And I am still waiting to get a solution, in any case the album is a present that won't arrive in time... I will never use Cheers again!",18,Carlos Casado Vazquez,1 review,ES,1
346,My pics arrived After a few days and…,"December 23, 2019","My pics arrived After a few days and the quality is Perfect ,the Price too👍🏼 May it Would be nice if you can Write a Little more under the pictures . But i‘m happy with Cheerz and i would share it with My friends and use it Again and again 😍",18,Sabrina Cozzolino,1 review,DE,5
347,Perfect 🙌,"December 23, 2019",Was super fast and good quality. I‘m happy 😊,18,kai kilian,1 review,DE,5
348,I have had an amazing experience with…,"December 22, 2019",I have had an amazing experience with this company I love this app high-quality products and excellent customer service so very thankful that I have a gift to give that I am so proud of thank you cheerz,18,Jonelle Coronado,1 review,DE,5
349,Using for the 3rd time already,"December 19, 2019","Using for the 3rd time already - easy to use app, fast delivery but most importantly great quality of pictures. Have them on my fridge for over a year and they still look like new (I have retro ones).",18,Natalia,5 reviews,GB,5
350,The quality of some pictures is not the…,"December 19, 2019",The quality of some pictures is not the bestalthough the Original is good,18,Clau Di Ruff,1 review,DE,3
351,Supera las expectativas,"December 16, 2019",Un regalo súper original y bonito.,18,Rocio Reyes Gonzalez,1 review,ES,5
352,Very nice quality photoprints.,"December 14, 2019",Very nice quality photoprints.Good delivery time.,18,Hilde,1 review,BE,5
353,I was very pleased with the result.,"December 13, 2019","I was very pleased with the result.However I placed a triple order (5+5+5) and did not send 3 boxes, as it should be.",18,Rita,1 review,PT,4
354,Great photos,"December 12, 2019","Great photos, great quality I love them thank you will order more soon.",18,Donna Carey,6 reviews,GB,5
355,The shopping cart didn’t work properly.,"December 12, 2019",The shopping cart didn’t work properly and the Customer Service people didn’t properly respond. Which is a shame as the product is good.,18,Mike Parker,1 review,GB,3
356,What a great company and will…,"December 10, 2019",What a great company and will definitely use again 10/10,18,Jay Martin,1 review,GB,5
357,Quality products excellent service very…,"December 10, 2019",Quality products excellent service very reliable,18,Stell- West Midlands ,11 reviews,GB,5
358,Disappointing customer service,"December 04, 2019","I'm sure the printing service is great... when it works! Unfortunately this company seems to have no customer service skills at all. I ordered a voucher to be printed and sent to my address as it was a gift, and I had to pay £4 for this which I already thought ridiculous but accepted. The voucher never turned up, I was in contact with their customer service and they were absolutely useless, they claim they sent the voucher again but it never showed up, in the meantime weeks went by (thank god I plan my xmas shopping way ahead of time) and they just refused to provide any tracking information or send the item properly tracked. I have purchased a Cheerz voucher because I got asked this as a present but it will be the last time I shop with them. Such a simple thing to ship (it's a letter size item!) but clearly too much to handle for Cheerz.",18,Greta Falconi,1 review,GB,1
359,Excellent and speedy service,"December 04, 2019",Excellent and speedy service highly recommend to anyone who wants some big prints or small retro Polaroid’s!,18,JAMIE CASH,2 reviews,GB,5
360,App UI a little hard to navigate…,"December 02, 2019","App UI a little hard to navigate sometimes. But good app, great delivery times. Be careful though... A few prints that’s previewed fine in the app had heads chopped off in real life.",19,Celine McGowan,1 review,IE,3
361,Great quality and fancy polaroid…,"December 02, 2019",Great quality and fancy polaroid effect. Photos received before the estimated shipment date.,19,Sara Morigg,2 reviews,IT,5
362,Fabulous products,"December 01, 2019","Fabulous products, excellent customer service and fast delivery. Love these calendars and buy them every year for grandparents. I also but the fridge photo magnets and everyone who sees them make a comment on how fab they are. Would recommend",19,Nicola Draper-Downey,2 reviews,GB,5
363,Cheerz is an excellent app for printing…,"November 29, 2019","Cheerz is an excellent app for printing photo, book and a lot of gadget!Quality is very good, easy to use both on mobile and pc, delivery super on timeI warmly suggest it!",19,Nicki Cabassi,1 review,IT,5
364,I ordered an advent calendar on…,"November 29, 2019","I ordered an advent calendar on November 15 to give as a Christmas gift, it was estimated to be delivered on November 26 at the latest, today is November 29 and my order has not arrived yet, I want my money from  back since the gift was for December 1st!  I am totally dissatisfied, on November 27th I contacted them by email and nothing was resolved, they asked me to wait a few more days I waited too long, I want the refund since it makes no sense for me to give the gift after December 1st  .P.S.: Thanks for the attention of the company that contacted me by email and here too, the refund was made as promised, I was disappointed that the order was not delivered but due to the attention I received it may give me a second chance for them  .",19,Brunna Fernanda Eccard,1 review,IE,3
365,Improve App! 😖,"November 29, 2019",Application is not much user friendly and easy to understand.Excellent papers and very good in shipping.,19,giorgia ,3 reviews,IT,3
366,Amazing service and quality.,"November 26, 2019","Such an excelente overall service. I’ve printed several photos, posters and albums with them and is always a reliable and fast experience with a super high quality. Highly recommended!!!",19,Kar,4 reviews,DE,5
367,fantastic!!,"November 25, 2019",,19,Rachele Benji Koala Donzelli,1 review,IT,5
368,It's a wonderful way to print your…,"November 24, 2019",It's a wonderful way to print your pictures - and the service is great!,19,Grace Agnes,1 review,ES,5
369,All Perfect,"November 22, 2019","All Perfect: product, service, feedback. That is a serious company.",19,Romina Casetta,3 reviews,IT,5
370,Brilliant pictures,"November 18, 2019",To share moments through your pictures in paper...,19,Graciela,4 reviews,GB,5
371,Fabulous! No words needed!,"November 17, 2019",Fabulous!! Wow! The highest quality I've ever seen!! Rich of a million of details!! It was a present and it made such a beautiful effect! Really really thank you!,19,Hind Oudades,1 review,IT,5
372,It’s been years that I use this service…,"November 14, 2019",It’s been years that I use this service and I’ll use it even more in the future. Great quality and very fast shipments. There are many option to choose and cost-quality it’s great.,19,teresa pepe,1 review,IT,5
373,Its perfect,"November 14, 2019",Its perfect!! Thank you,19,Federica ,2 reviews,GB,5
374,The fotos are precios and the delivery…,"November 09, 2019",The fotos are precios and the delivery very fast. I will surely repeat.,19,Anca Ciuperca,6 reviews,ES,5
375,Easy to use,"November 08, 2019","Easy to use, prints were good!",19,Charmie Kim,6 reviews,GB,5
376,lovely company,"November 07, 2019","lovely company, brilliant products and good quality. Very happy",19,Naomi,14 reviews,GB,5
377,I have received the photographs on…,"November 05, 2019","I have received the photographs on time,I’m really happy with the product!For sure I will repeat with them!",19,Blanca Escrigas Fernández,2 reviews,ES,5
378,Than you,"November 04, 2019","Than you, because I'm happy with the result.",19,Yasmina Grau Sibera,1 review,ES,5
379,I can only recommend it,"November 04, 2019",I really like the service and usablity of the webpage. Lead time is quick. I definitely recommend Cheerz.,19,Marco Plüss,1 review,CH,5
380,Just perfect,"November 04, 2019","Fast delivery, excellent customer service, perfect purchase experience.",20,Verena ,8 reviews,IT,5
381,Super happy,"November 04, 2019","Super happy about their servicies. Amazing quality, quick delivery and a very affordable price for the quality they offer. Super recommended!",20,Georgiana Bulea,1 review,IT,5
382,Great experience!,"November 03, 2019",Great experience! The product arrived on the expected time and was beautiful. Great quality!,20,Laura,2 reviews,ES,5
383,Photos only with Cheerz,"November 03, 2019","Easy ordering, fast delivery, charming customer service - I'm thrilled with Cheerz",20,Stephan Ost,3 reviews,DE,5
384,The delivery was very fast,"November 01, 2019","The delivery was very fast, and the product was good quality and very cute",20,Chiara Villanueva Martínez,4 reviews,ES,5
385,Amazing,"October 28, 2019",It’s so beautiful,20,Mariangeles Novillo,3 reviews,ES,5
386,Great quality and design!,"October 27, 2019",,20,Maria del Mar Carmona,1 review,ES,5
387,Great service and quality prints.,"October 20, 2019","Great service and quality prints.Will always use as no hassle and happy with price,service and customer care.",20,D Robinson,2 reviews,GB,5
388,Great shop for Photos and more,"October 14, 2019",Handling with the App was total easy. Good quality and fast delivery.,20,Katja Wegener,1 review,DE,5
389,Great Experience,"October 14, 2019","They printed exactly what I wanted, and delivered extremely quickly, even internationally! Everything was well presented and my photos came in a cute envelope, perfect for gift-giving.Their tools for selecting and curating photos to print are also easy to use and intuitive.",20,Anna,3 reviews,GB,5
390,Excelent,"October 13, 2019",It was my the best shop of photos ever.,20,Andrea _fayos,1 review,ES,5
391,Recomended!! Really enjoy my photos 💖,"October 13, 2019",Nice quality of photos.. fast delivery and nice packaging. Really liked the heart made of all my printed photos. Lovely ideea,20,Simona,3 reviews,ES,5
392,The small Polaroids are the best,"October 11, 2019","The small Polaroids are the best, I really like them. I tried also the bigger one but there isn't the same love. Also the normal pics are nice!",20,Roberta Mazzullo,1 review,IT,5
393,Awesome quality,"October 10, 2019","Awesome quality, very reasonable prices and shipping fats and precise.",20,Isa ,1 review,IT,5
394,Great product,"October 10, 2019",Incredibly and great product for its cost and the speed of the delivery,20,Pau Luna,6 reviews,ES,5
395,Nice and fast,"October 07, 2019",Nice and fast. Well-advised,20,Gianluca Baldin,4 reviews,IT,5
396,Can’t fault them at all,"October 05, 2019","Can’t fault them at all, easy to use, efficient website (have used others that crashed repeatedly), speedy delivery and great quality pics 😊",20,JB,1 review,GB,5
397,Really fantastic service,"October 05, 2019","Really fantastic service, gorgeous quality photos, great price. I just had a bug trying to edit photos after I uploaded a large number of photos. This meant that I didn’t notice a couple of them were being cropped in a way that was either off centre or central but everything didn’t fit in the picture, so I could have removed it from the selection. What this meant was that 3 photos came out unusable but I guess that was my fault.",20,jason chalangary,4 reviews,GB,4
398,Great experience!,"October 05, 2019",,20,Oihane Wanderer,1 review,ES,5
399,Fantastic!,"October 04, 2019",Fantastic! Perfect and fast,20,Chicca,3 reviews,IT,5
400,Very good quality prints with quick…,"October 03, 2019",Very good quality prints with quick delivery time.,21,E Hodges,16 reviews,GB,5
401,Very good service,"October 02, 2019","Very good service, if you have any problem with the delivery they help you, or send you the pics again.",21,Alejandra Yugueros González,1 review,ES,5
402,It’s a good product,"September 30, 2019","It’s a good product. There is a great balance between quality and price. Also, you can choose differents sizes, papers and effects, so I strongly recommend this product",21,Encarnación  Bermúdez Millán,3 reviews,ES,5
403,I will not hesitate to count on you,"September 29, 2019","I designed a postcard for a family event. I prayed for it to arrive very quickly, and on the appointed day I received it at my address. For my next assignment, I will not hesitate to count on you. Very satisfied.",21,Maria,1 review,ES,5
404,Spectacular quality photos from some…,"September 29, 2019",Spectacular quality photos from some very old very poor (on my part) camera phone pictures delivery was quicker then expected and came well packaged app was very easy to use and very easy to edit the photos (and it tells you if they are likely to come out blurry) I went for the mini photos and they came out just as if I’d used a Polaroid really happy with the whole process,21,Chelsea,5 reviews,GB,5
405,Good quality at a fair price.,"September 29, 2019","Fast, convenient and the photos have a really good quality.",21,Roberto Daloiso,1 review,IT,5
406,Awesome quality and fast delivery,"September 29, 2019",,21,Paola Gotti,2 reviews,IT,5
407,Great service,"September 26, 2019",Great service. Very easy to use. I will definitely use it again,21,Cristina Perez-Sanchez,1 review,ES,5
408,Everything was perfect,"September 24, 2019","Everything was perfect. Very quick delivery, great quality of pictures in magnets. I would buy from Cheerz again for sure!",21,Lydia Maza González,1 review,ES,5
409,This app is so cool,"September 23, 2019","This app is perfect, super practical and easy to use. The quality ofvthe photos it's very good and the arrival time is very short. I recommend it.",21,MC ,2 reviews,FR,5
410,Very nice gift,"September 22, 2019",Nice gift for Antonela and oneself,21,Patricia García,1 review,ES,5
411,Just amazing!!,"September 21, 2019","Good quality, loved the little cute package my pictures arrived with a personalized touch. I ordered my prints from the app and the process to chose them from my gallery and edit them was so easy! The delivery has been incredibly fast, my prints arrived way before the expected delivery date, I was so happy!! :)",21,Carlotta Torrione,1 review,GB,5
412,It was easy to create a photobook with…,"September 21, 2019","It was easy to create a photobook with the app! But I would like to insert photos from ipad and mobile phone for the same creation, and I cannot.",21,Rossana,3 reviews,IT,5
413,Excellent!,"September 16, 2019","I had the thrill of awaiting an actual photo delivery again, and the experience did not disappoint. My photos were delivered within the given timeframe, in a lovely envelope with a very catchy phrase... I'm already thinking of other photos to have printed!",21,Kirsten Manson,2 reviews,FR,5
414,Thank you,"September 15, 2019","Thank you. Fair price, nice quality, fast shipment",21,Roberto,2 reviews,IT,5
415,An ode to Cheerz,"September 13, 2019","Straight up service, there in days , Cheerz you up in so many ways.Memories, nostalgia , physical frames in time.It’s time to buy yours cos I’ve already got mine.",21,Jamie Hacking,1 review,GB,5
416,Very satisfied!,"September 13, 2019",High quality magnets with fast delivery.,21,Joe,3 reviews,GB,5
417,Amazing retro fridge magnets,"September 12, 2019",Amazing retro fridge magnets! Good value for money and fast delivery. I would highly recommend!!!,21,Katie,2 reviews,GB,5
418,Quality and delivery perfect!,"September 12, 2019",,21,marina lambertini,1 review,IT,5
419,Really easy to upload photos,"September 08, 2019",Really easy to upload photos.  Very impressed with the prompt delivery and quality of the magnets.  Will definitely buy from here again!,21,Jj,2 reviews,GB,5
420,The quality of the photos is great and…,"September 04, 2019",The quality of the photos is great and they respected the time of shipping. I recommend Cheerz if you want to print some pictures :),22,Eli Dance,2 reviews,IT,5
421,The best thing i have ever tried and…,"September 02, 2019","The best thing i have ever tried and the photos are something of the past thats been brought back and is amazing to have actually photos again and it not be digital... if you would liek to give it a try use my code KURWY4 for 5euro discount, you wont regret trying this service as im always getting new photos done",22,Kurt,1 review,ES,5
422,excellent experience,"September 02, 2019",very good under every aspect,22,Claudia Monte,1 review,IT,5
423,Great quality photo products at a good…,"August 30, 2019",Great quality photo products at a good price.,22,Hels D,4 reviews,GB,5
424,AMAZING IDEA FOR A GIFT OR FOR HIM SELF…,"August 26, 2019",AMAZING IDEA FOR A GIFT OR FOR HIM SELF FOR DON'T FORGET IMPORTANT MEMORY OF OUR LIFE ONLY IN A PHONE!,22,Giulia Vazzana,2 reviews,IT,5
425,smart ideas and impeccable service!,"August 24, 2019",,22,Silvia Panicali,1 review,IT,5
426,The product is perfect,"August 24, 2019",,22,Sofía ,1 review,ES,5
427,Excellent products and shipping very…,"August 17, 2019",Excellent products and shipping very fast!,22,Gerardo Scalici,6 reviews,IT,5
428,The pictures are excellent,"August 11, 2019",,22,Wasim,6 reviews,IT,5
429,Really good quality and quick delivery,"August 05, 2019",,22,Claire Milligan,3 reviews,GB,5
430,They offer an amazing work with a…,"August 05, 2019",They offer an amazing work with a beautiful details for customers.,22,Beatriz Romero,2 reviews,ES,5
431,Excellent Product,"July 25, 2019",I was so impressed with the quality of the magnets and the great packaging. They arrived very quickly also. I will definitely be ordering more and I have recommended them to all my friends :),22,Siobhan,8 reviews,IE,5
432,Really nice,"July 23, 2019","Really nice photo quality, love the colours, the packaging and also the fast shipping!I'll order again for sure ♥️",22,Noemi Tartaglione,1 review,IT,5
433,"Excellent product, quality and service.","July 22, 2019","I originally ordered from Cheerz as a monopoly/McDonalds game win only paying £4.00 carriage.  I was so impressed with the product, service and quality I have ordered again.  The photos come in a really nice little box which would be perfect for a gift.  The order normally takes about 5 working days but well worth the wait.  I will definitely be ordering from them again.",22,Tania Fraser,1 review,GB,5
434,Fantastic company ..,"July 21, 2019",Fantastic company ... product was brilliant the service was excellent will be back for more products,22,John John Abbott,1 review,GB,5
435,Wonderfully,"July 21, 2019",,22,Abigail López Torres,1 review,ES,5
436,Souvenirs to share in a nice way,"July 21, 2019","I have tried for the first time Cheerz and the result has been totally satisfactory. Lovely card size, colurs, print and the possibility to insert a phrase or a claim to customize the photo. Very good proce too!",22,Laura Maggi,2 reviews,IT,5
437,"Great quality, service and quick delivery would reccomend.","July 19, 2019",I have ordered from Cheersz many times and each time has been a great experience. The photo printing quality is amazing and I love that in the website it will warn you of any photo that wont print well so you can edit it. I love the personalisation and very impressed with the delivery often comes before the date original said. Very happy and will continue to order. Have recommended to family and friends.,22,Bethany ,2 reviews,GB,5
438,Great service of online photo printing,"July 17, 2019","Great service of online photo printing: good prices, a big catalogue, fast shipping",22,elena spadafora,5 reviews,IT,5
